"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/11 - 12/31/11","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC2294.1","07/20/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," Please replace and retrun the bad clusters on the pricer.  Check ALL signage while at location.  Take before and after photos.  Call Carolyn Sanford @ 942-360-5987 if anything else needs repair for authorization.  If any lights need replaced use a marker and write the date.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","54.60","-54.60","","0.000","1.750","-1.750","0.00","63.70","-63.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.250","-3.250","0.00","118.30","-118.30"
"SC2437.1","12/23/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," Small Entrance sign needs lamps.  Please check all signs while you are there.   Check in at front desk upon arrival.   Complete by 12"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC2446.1","12/27/11","1550","ACCOUNTING AND TAX TIME SERVIC","",""," Sign is not coming on at night. Could be bad sensor.   Eagle installed sign 5 years ago.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","36.40","-36.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","36.40","-36.40"
"3370.1","04/01/11","3122","ACCU-MOLD LLC","ANKENY, IA","8727"," Fabricate and install (1) shed style 2' 6"" H x 6' W x 12' L awning using Sunbrella material in Mediterranean Blue. The awning is not illuminated and the aluminum tube frame is not painted.","AWNNON","AWNING","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","15.500","14.750","0.750","478.80","364.33","114.47","","","","","","","","","2.000","0.000","2.000","60.80","0.00","60.80","","","","","","","","","5.000","8.500","-3.500","356.30","351.40","4.90","","","","","","","","","1.000","0.000","1.000","36.10","0.00","36.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.500","23.250","1.250","962.40","715.73","246.67"
"3646.1","08/04/11","3228","ACCUQUEST HEARING CENTERS","URBANDALE, IA","9509"," Fabricate and install (2) tenant panels. Faces are aluminum with tenant copy routed out and .75"" clear acrylic (white vinyl 2nd surface) pushed through the face. Copy is to read ACCUQUEST HEARING. Permits and applicable taxes are additional.","OTHER","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","4.000","9.750","-5.750","121.60","304.15","-182.55","","","","","","","","","1.000","2.000","-1.000","30.40","57.00","-26.60","","0.500","0.750","-0.250","15.20","25.29","-10.09","","1.500","1.000","0.500","79.80","36.40","43.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.000","13.500","-5.500","277.40","422.84","-145.44"
"3388.1","03/23/11","3134","ACE SIGNS","",""," Fabricate one new white acrylic face with 1"" black trim cap for the letter 's'.  The face was damaged in shipment.  Applicable taxes are additional."," ","","Acct Closed","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","42.16","-42.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","42.16","-42.16"
"SC2344.1","09/30/11","2960","ACTION SERVICES GROUP","",""," Provide Labor and Material to repair the ""C"" on the south side of the building that is out and the ""O"" on the east side of the building that is out.  * See forms attached to Service forms for specific instructions.   Approval is needed if cost exceeds $ 200.00. Must call while at store.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","126.00","-126.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","126.00","-126.00"
"SC2398.1","11/17/11","2960","ACTION SERVICES GROUP","",""," Provide labor and Materials to repair the building sign that is not lighting on the left side.  Read all paper work carefully.  Schedule service with Mall or store.  After hours phone number for approval while on site is 610 883 7408.  Brittany @ 610 558 9773 x 33  Check in and out by calling Brittany.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC2406.1","11/24/11","2960","ACTION SERVICES GROUP","","","  Provide Labor and Materials to repair the "" Express"" portion of the sign that is flickering.  Survey Sign"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC2432.1","12/22/11","2960","ACTION SERVICES GROUP","",""," Provide labor and Materials to repair the building sign that is not lighting on the left side.  Read all paper work carefully.  Schedule service with Mall or store.  After hours phone number for approval while on site is 610 883 7408.  Brittany @ 610 558 9773 x 33  Check in and out by calling Brittany.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","176.40","-176.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","176.40","-176.40"
"3425.1","05/06/11","2321","AFSCME COUNCIL 61","DES MOINES, IA","8950A"," Remove and dispose of (2) existing billboard banners. Furnish and install (2) new identical billboard banners. Reference sketch #3-30-11D.","BANPRN","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","2.000","0.000","2.000","60.80","0.00","60.80","","","","","","","","","","","","","","","","","","","","","","","26.000","17.750","8.250","1703.80","688.10","1015.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.000","0.000","1.000","36.10","0.00","36.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.000","17.750","12.250","1831.10","688.10","1143.00"
"3606.1","08/08/11","2321","AFSCME COUNCIL 61","DES MOINES, IA","9026"," Remove and junk existing sign panel. Fabricate and install (1) S","BLDILL","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","0.500","0.500","0.000","15.20","16.15","-0.95","","","","","","","","","","","","","","","","3.000","1.750","1.250","91.20","56.89","34.31","","2.500","3.000","-0.500","181.80","109.20","72.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.000","5.250","1.750","318.60","182.24","136.36"
"3606.2","08/08/11","2321","AFSCME COUNCIL 61","DES MOINES, IA","9099"," Remove and junk existing sign panel. Fabricate and install (1) S","BLDILL","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","3.000","1.500","1.500","91.20","48.47","42.73","","2.500","0.000","2.500","121.60","0.00","121.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.000","1.500","5.500","258.40","48.47","209.93"
"3655.1","08/11/11","2321","AFSCME COUNCIL 61","DES MOINES, IA","9624"," Furnish and install (1) set vinyl graphics to east elevation door glass. Reference sketch #8-10-11A","VINYL","","Acct Closed","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","","","","","","","","1.000","0.500","0.500","30.40","14.74","15.66","","1.500","0.500","1.000","79.80","18.20","61.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","1.000","2.000","125.40","32.94","92.46"
"3270.1","02/08/11","3082","ALL CREATURES SMALL","INDIANOLA, IA","8575"," Fabricate one skeleton neon sign with a clear acrylic cover. Copy will read ""All Creatures Small"" with a circle looping around the existing logo.  6500 white neon, transformer and box are included.  Install sign and acrylic cover hanging from the building overhang. Customer to drop off existing wooden panel at Eagle Sign Co.","NEON","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","4.500","4.250","0.250","136.80","129.20","7.60","","11.000","0.000","11.000","334.40","0.00","334.40","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","4.000","10.000","-6.000","212.80","364.00","-151.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.500","14.250","7.250","744.80","493.20","251.60"
"3270.2","02/08/11","3082","ALL CREATURES SMALL","INDIANOLA, IA","8629"," Duplicate the wood panel currently on the building: cut one single-sided white 13mm Sintra sign panel to shape. Apply black opaque vinyl for graphics. Fabricating and attaching neon and installing the sign is on quote 8575.","OTHER","","Acct Closed","","","","","","","","","0.000","0.250","-0.250","0.00","7.37","-7.37","","1.500","0.000","1.500","45.60","0.00","45.60","","","","","","","","","","","","","","","","1.500","0.000","1.500","45.60","0.00","45.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","0.250","2.750","91.20","7.37","83.83"
"SC2318.1","08/31/11","3082","ALL CREATURES SMALL","",""," Service Neon light made by Eagle earlier this year.   Not lighting. Switch is on inside building.   T&M or possible warranty. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","27.30","-27.30","","0.000","3.000","-3.000","0.00","109.20","-109.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","136.50","-136.50"
"SC2328.1","09/22/11","3082","ALL CREATURES SMALL","",""," Tina called, sign not lighting again.  We were there 2 weeks ago.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","119.00","-119.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","119.00","-119.00"
"SC2416.1","12/01/11","3082","ALL CREATURES SMALL","",""," Tina called and the sign is not working at all. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","37.80","-37.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","37.80","-37.80"
"3281.1","02/18/11","2869","ALL STAR SIGNS","AMES, IA","8594"," Obtain sign permits.  Receive and inspect flex sign faces, channel letters on a raceway, and vinyl shipped here from All-Star Signs.  Install one set of 18""(S) ""Safelite Auto Glass"" channel letters and logo on a raceway.  Remove and dispose of the existing sign faces and install two new flex sign faces with the bolt-type tensioning system. Install one set of vinyl on the glass entry door. The cost of sign permits and applicable taxes are additional.","OTHER","","Acct Closed","","","","","","","","","","","","","","","","1.500","0.000","1.500","45.60","0.00","45.60","","","","","","","","","","","","","","","","","","","","","","","16.000","16.500","-0.500","1152.20","663.60","488.60","","","","","","","","","4.000","0.000","4.000","144.40","0.00","144.40","","","","","","","","","","","","","","","","","","","","","","","2.000","0.000","2.000","72.20","0.00","72.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.500","16.500","7.000","1414.40","663.60","750.80"
"3281.2","02/18/11","2869","ALL STAR SIGNS","AMES, IA","8618"," Cost for a second trip if the weather is too cold to tension new flex faces in the existing pole sign cabinet on the same trip that the channel letters on a raceway are installed on the building.","OTHER","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","21.000","-21.000","0.00","771.40","-771.40","","","","","","","","","2.000","0.000","2.000","72.20","0.00","72.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","21.000","-19.000","72.20","771.40","-699.20"
"3308.1","02/11/11","2869","ALL STAR SIGNS","",""," Store to be debranded.  If there are channel letters, remove and scrap; fill holes in wall.  Remove and scrap any sign faces and replace with inexpensive filler material (i.e. coroplast).  Remove doorway vinyl.  Take before and after photos of signs on the wall as well as being removed.  This includes the vinyl.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","198.80","-198.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","198.80","-198.80"
