"15 FEB 2026","18:23:19","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/25 through 12/31/25",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"12503","10/07/25","MISC","4779","EAGLE SIGN CO.","0.00","74.37","-74.37","","","","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"12584","10/06/25","MISC","6394","MARK REIS","93.46","214.92","-121.46","-129.96","","","","","","","","DEFAULT","MARK REIS","RUNNELS","IA",
"","","MISC","","Product Totals","364.77","829.48","-464.71","-127.40","0.00","",

"12404","05/07/25","PYLON","4779","EAGLE SIGN CO.","0.00","765.88","-765.88","","","","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"12569","09/23/25","PYLON","2562","UPS CLAIMS PROCESSING","2354.50","1216.30","1138.20","48.34","","","","","","","","9","CAT SCALE #2144 - UPS CLAIM","STRATFORD","TX",
"","","PYLON","","Product Totals","2354.50","1982.18","372.32","15.81","0.00","",

"SC8320","04/28/25","SRVCE","6255","FLOWERAMA OF AMERICA INC","0.00","53.63","-53.63","","","","","","","","","1","FLOWERAMA #432","DES MOINES","IA",
"SC8373","05/28/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","125.13","14.87","10.62","","","","","","","","424","CLARKE COUNTY HOSPITAL","OSCEOLA","IA",
"SC8395","09/10/25","SRVCE","5253","TRUMAN'S PIZZA TAVERN","0.00","178.75","-178.75","","","","","","","","","DEFAULT","TRUMAN´S PIZZA TAVERN","DES MOINES","IA",
"SC8422","08/04/25","SRVCE","6372","MINT PIERCING","0.00","97.25","-97.25","","","","","","","","","1","MINT PIERCING(ANKENY)","ANKENY","IA",
"SC8457","09/22/25","SRVCE","6382","ZHU AND CHEN ENTERPRISES LLC( RESIDENTIAL)","0.00","228.66","-228.66","","","","","","","","","1","ZHU CHEN ENTERPRISES LLC( STRIP MALL)","DES MOINES","IA",
"SC8459","09/16/25","SRVCE","77950","NAGLE SIGNS  INC.","210.00","453.81","-243.81","-116.10","","","","","","","","496","KWIK STAR # 1158 - NAGLE SIGNS","AMES","IA",
"SC8504","11/13/25","SRVCE","2298","KRUCK PLUMBING & HEATING CO.  INC.","0.00","0.00","0.00","","","","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"","","SRVCE","","Product Totals","350.00","1137.23","-787.23","-224.92","0.00","",

"12222","01/15/25","VINYL","4779","EAGLE SIGN CO.","0.00","80.37","-80.37","","","","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"12258","03/31/25","VINYL","4779","EAGLE SIGN CO.","0.00","24.91","-24.91","","","","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"12278","05/22/25","VINYL","4779","EAGLE SIGN CO.","0.00","454.96","-454.96","","","","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"","","VINYL","","Product Totals","0.00","560.24","-560.24","","0.00","",

"SC8348","04/30/25","WARMFG","6079","THE WALDINGER CORP.","0.00","362.63","-362.63","","","","","","","","","2","DES MOINES INTERNATIONAL AIRPORT-WALDINGER","DES MOINES","IA",
"","","WARMFG","","Product Totals","0.00","362.63","-362.63","","0.00","",

"","","","","Salesperson  Totals","3942.97","5545.02","-1602.05","-40.63","0.00","",

"12304","03/11/25","BANNER","6337","CAMPBELL SUPPLY CO","296.69","142.96","153.73","51.82","","BRADY","0.020","","","","","DEFAULT","Campbell Supply CO","Des Moines","IA",
"","","BANNER","","Product Totals","296.69","142.96","153.73","51.82","0.00","BRADY",

"12632","11/10/25","INT","6402","NEBRASKA WATER ENVIRONMENT ASSOCIATION","1535.60","662.45","873.15","56.86","","BRADY","0.020","","","","","DEFAULT","NEBRASKA WATER ENVIRONMENT ASSOCIATION","WAHOO","NE",
"","","INT","","Product Totals","1535.60","662.45","873.15","56.86","0.00","BRADY",

"12409","05/07/25","MISC","2123","CHESNUT SIGNS","387.00","0.00","387.00","100.00","","BRADY","0.020","","","","","DEFAULT","CHESNUT SIGNS","DES MOINES","IA",
"","","MISC","","Product Totals","387.00","0.00","387.00","100.00","0.00","BRADY",

"12326","03/24/25","PLCUT","4095","JOHN BOYT INDUSTRIAL SEWING","258.11","115.01","143.10","55.44","","BRADY","0.020","","","","","DEFAULT","John Boyt Industrial Sewing","Urbandale","IA",
"","","PLCUT","","Product Totals","258.11","115.01","143.10","55.44","0.00","BRADY",

"SC8531","11/24/25","SRVCE","5156","ARCHITECTURAL GRAPHIC INC.","300.00","81.04","218.96","72.99","","BRADY","0.020","","","","","21","RAISING CANES-AGI","JOHNSTON","IA",
"","","SRVCE","","Product Totals","300.00","81.04","218.96","72.99","0.00","BRADY",

"","","","","Salesperson BRADY Totals","2777.40","1001.46","1775.94","63.94","0.00","BRADY",

"12359","04/11/25","01","2562","UPS CLAIMS PROCESSING","3859.74","1605.51","2254.23","58.40","","HOUSE","","","","","","8","CAT #208 - UPS CLAIM","MADISON","GA",
"SC8402","07/16/25","01","77950","NAGLE SIGNS  INC.","813.85","1106.17","-292.32","-35.92","","HOUSE","","","","","","501","FLEET FARM - NAGLE SIGNS","WAUKEE","IA",
"","","01","","Product Totals","4673.59","2711.68","1961.91","41.98","0.00","HOUSE",

"12312","03/26/25","INSTL","77950","NAGLE SIGNS  INC.","315.00","396.64","-81.64","-25.92","","HOUSE","","","","","","538","HOME STATE BANK NAGLE","POLK CITY","IA",
"12457","08/18/25","INSTL","77950","NAGLE SIGNS  INC.","227.50","196.63","30.87","13.57","","HOUSE","","","","","","545","MENARDS-NAGLE","AMES","IA",
"12457","08/18/25","INSTL","77950","NAGLE SIGNS  INC.","385.00","387.09","-2.09","-0.54","","HOUSE","","","","","","545","MENARDS-NAGLE","AMES","IA",
"12493","08/04/25","INSTL","77950","NAGLE SIGNS  INC.","326.98","294.13","32.85","10.05","","HOUSE","","","","","","538","HOME STATE BANK NAGLE","POLK CITY","IA",
"12512","08/25/25","INSTL","77950","NAGLE SIGNS  INC.","140.00","140.76","-0.76","-0.54","","HOUSE","","","","","","549","ALL STATES AG PARTS-NAGLE","DESOTO","IA",
"12639","12/23/25","INSTL","77950","NAGLE SIGNS  INC.","232.25","212.91","19.34","8.33","","HOUSE","","","","","","549","ALL STATES AG PARTS-NAGLE","DESOTO","IA",
"","","INSTL","","Product Totals","1626.73","1628.16","-1.43","-0.09","0.00","HOUSE",

"12442","06/06/25","LIFTS","69050","LOZIER HEATING & COOLING","125.00","61.49","63.51","50.81","","HOUSE","","","","","","1","SARA PLUS-LOZIER","WEST DES MOINES","IA",
"12490","07/29/25","LIFTS","69050","LOZIER HEATING & COOLING","218.75","119.01","99.74","45.60","","HOUSE","","","","","","4","SHERWOOD GLEN APARTMENTS - LOZIER","URBANDALE","IA",
"","","LIFTS","","Product Totals","343.75","180.50","163.25","47.49","0.00","HOUSE",

"12478","07/10/25","MISC","77950","NAGLE SIGNS  INC.","91.57","73.26","18.31","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"12580","10/06/25","MISC","42300","FAREWAY STORES  INC.","1032.00","453.60","578.40","56.05","","HOUSE","","","","","","27","FAREWAY STORES INC","BOONE","IA",
"","","MISC","","Product Totals","1123.57","526.86","596.71","53.11","0.00","HOUSE",

"SC8242","01/11/25","SRVCE","77950","NAGLE SIGNS  INC.","70.00","68.64","1.36","1.94","","HOUSE","","","","","","453","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC8247","01/23/25","SRVCE","77950","NAGLE SIGNS  INC.","253.73","228.26","25.47","10.04","","HOUSE","","","","","","537","SKETCHERS (GALLERIA WEST) -NAGLES","WEST DES MOINES","IA",
"SC8256","01/25/25","SRVCE","77950","NAGLE SIGNS  INC.","157.50","154.44","3.06","1.94","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8257","01/28/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","137.28","2.72","1.94","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8262","01/31/25","SRVCE","77950","NAGLE SIGNS  INC.","105.00","102.96","2.04","1.94","","HOUSE","","","","","","404","TOBACCO OUTLET-NAGLE SIGN","WEST DES MOINES","IA",
"SC8298","03/13/25","SRVCE","77950","NAGLE SIGNS  INC.","276.75","275.66","1.09","0.39","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8307","03/18/25","SRVCE","77950","NAGLE SIGNS  INC.","157.50","160.88","-3.38","-2.15","","HOUSE","","","","","","467","KWIK STAR # 1189- NAGLE SIGNS","DE SOTO","IA",
"SC8326","04/03/25","SRVCE","77950","NAGLE SIGNS  INC.","105.00","120.05","-15.05","-14.33","","HOUSE","","","","","","539","KWIK STAR #1725-NAGLE","MITCHELLVILLE","IA",
"SC8332","04/16/25","SRVCE","77950","NAGLE SIGNS  INC.","297.50","303.88","-6.38","-2.14","","HOUSE","","","","","","540","COMMUNITY 1ST CREDIT UNION-NAGLE","HARLAN","IA",
"SC8339","04/10/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","125.13","14.87","10.62","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8340","04/10/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","125.13","14.87","10.62","","HOUSE","","","","","","470","KWIK STAR #1180","PERRY","IA",
"SC8345","04/18/25","SRVCE","77950","NAGLE SIGNS  INC.","144.60","146.68","-2.08","-1.44","","HOUSE","","","","","","539","KWIK STAR #1725-NAGLE","MITCHELLVILLE","IA",
"SC8354","04/28/25","SRVCE","77950","NAGLE SIGNS  INC.","297.50","286.01","11.49","3.86","","HOUSE","","","","","","528","MCDONALDS-NAGLE SIGNS","WEBSTER CITY","IA",
"SC8356","04/28/25","SRVCE","77950","NAGLE SIGNS  INC.","315.00","321.75","-6.75","-2.14","","HOUSE","","","","","","541","PERKINS-NAGLE","FORT DODGE","IA",
"SC8358","05/04/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","125.13","14.87","10.62","","HOUSE","","","","","","436","KWIK STAR - NAGLE SIGNS","POLK CITY","IA",
"SC8363","05/21/25","SRVCE","77950","NAGLE SIGNS  INC.","515.65","517.60","-1.95","-0.38","","HOUSE","","","","","","542","LOVES #704 - NAGLE SIGNS","PACIFIC JUNCTION","IA",
"SC8369","05/28/25","SRVCE","77950","NAGLE SIGNS  INC.","105.00","107.26","-2.26","-2.15","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"SC8372","05/22/25","SRVCE","77950","NAGLE SIGNS  INC.","71.47","72.34","-0.87","-1.22","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"SC8377","05/28/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","143.00","-3.00","-2.14","","HOUSE","","","","","","543","GRAND RIVER MUTUAL NETWORKS-NAGLE","LEON","IA",
"SC8388","06/11/25","SRVCE","77950","NAGLE SIGNS  INC.","70.00","71.51","-1.51","-2.16","","HOUSE","","","","","","465","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC8393","06/24/25","SRVCE","77950","NAGLE SIGNS  INC.","787.50","804.38","-16.88","-2.14","","HOUSE","","","","","","539","KWIK STAR #1725-NAGLE","MITCHELLVILLE","IA",
"SC8394","06/20/25","SRVCE","77950","NAGLE SIGNS  INC.","122.50","125.13","-2.63","-2.15","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8399","06/24/25","SRVCE","77950","NAGLE SIGNS  INC.","429.18","392.99","36.19","8.43","","HOUSE","","","","","","544","KWIK STAR # 1289 - NAGLE SIGNS","STUART","IA",
"SC8402","07/16/25","SRVCE","77950","NAGLE SIGNS  INC.","210.00","444.14","-234.14","-111.50","","HOUSE","","","","","","501","FLEET FARM - NAGLE SIGNS","WAUKEE","IA",
"SC8407","07/10/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","177.63","-37.63","-26.88","","HOUSE","","","","","","324","LOVE´S - NAGLE SIGNS","NEWTON","IA",
"SC8417","07/24/25","SRVCE","77950","NAGLE SIGNS  INC.","332.50","307.94","24.56","7.39","","HOUSE","","","","","","546","XTREME MEDIACOM-NAGLE SIGNS","OTTUMWA","IA",
"SC8419","07/24/25","SRVCE","77950","NAGLE SIGNS  INC.","192.50","178.28","14.22","7.39","","HOUSE","","","","","","496","KWIK STAR # 1158 - NAGLE SIGNS","AMES","IA",
"SC8420","09/08/25","SRVCE","77950","NAGLE SIGNS  INC.","1732.81","1645.77","87.04","5.02","","HOUSE","","","","","","55","FLEET FARM","ANKENY","IA",
"SC8420","09/08/25","SRVCE","77950","NAGLE SIGNS  INC.","2675.12","2173.59","501.53","18.75","","HOUSE","","","","","","55","FLEET FARM","ANKENY","IA",
"SC8421","08/04/25","SRVCE","77950","NAGLE SIGNS  INC.","157.50","145.87","11.63","7.38","","HOUSE","","","","","","424","CLARKE COUNTY HOSPITAL","OSCEOLA","IA",
"SC8424","07/31/25","SRVCE","77950","NAGLE SIGNS  INC.","420.00","388.98","31.02","7.39","","HOUSE","","","","","","547","MAVERIK 5069(KUM & GO)-NAGLE","ELLSWORTH","IA",
"SC8426","08/05/25","SRVCE","77950","NAGLE SIGNS  INC.","332.50","311.44","21.06","6.33","","HOUSE","","","","","","496","KWIK STAR # 1158 - NAGLE SIGNS","AMES","IA",
"SC8432","08/11/25","SRVCE","77950","NAGLE SIGNS  INC.","294.25","272.01","22.24","7.56","","HOUSE","","","","","","548","HOBBY LOBBY- NAGLE","MARSHALLTOWN","IA",
"SC8436","09/04/25","SRVCE","77950","NAGLE SIGNS  INC.","280.00","259.32","20.68","7.39","","HOUSE","","","","","","453","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC8449","08/27/25","SRVCE","77950","NAGLE SIGNS  INC.","245.00","230.40","14.60","5.96","","HOUSE","","","","","","496","KWIK STAR # 1158 - NAGLE SIGNS","AMES","IA",
"SC8458","09/05/25","SRVCE","77950","NAGLE SIGNS  INC.","105.00","402.95","-297.95","-283.76","","HOUSE","","","","","","217","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC8470","09/22/25","SRVCE","77950","NAGLE SIGNS  INC.","122.50","113.45","9.05","7.39","","HOUSE","","","","","","467","KWIK STAR # 1189- NAGLE SIGNS","DE SOTO","IA",
"SC8482","10/06/25","SRVCE","77950","NAGLE SIGNS  INC.","398.63","356.57","42.06","10.55","6.00","HOUSE","","","","","","414","DAIRY QUEEN - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC8483","10/06/25","SRVCE","77950","NAGLE SIGNS  INC.","105.00","64.83","40.17","38.26","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"SC8486","10/08/25","SRVCE","77950","NAGLE SIGNS  INC.","210.00","194.49","15.51","7.39","","HOUSE","","","","","","496","KWIK STAR # 1158 - NAGLE SIGNS","AMES","IA",
"SC8488","10/10/25","SRVCE","77950","NAGLE SIGNS  INC.","193.24","155.06","38.18","19.76","","HOUSE","","","","","","550","KWIK STAR #1703 -NAGLE SIGNS","JOHNSTON","IA",
"SC8489","10/24/25","SRVCE","77950","NAGLE SIGNS  INC.","315.00","309.19","5.81","1.84","","HOUSE","","","","","","551","DOLLAR TREE/FAMILY DOLLAR COMBO-NAGLE","ALBIA","IA",
"SC8490","10/17/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","129.66","10.34","7.39","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8495","12/12/25","SRVCE","77950","NAGLE SIGNS  INC.","315.00","291.74","23.26","7.38","","HOUSE","","","","","","552","MICHAELS ARTS AND CRAFTS-NAGLE SIGNS","ANKENY","IA",
"SC8498","11/16/25","SRVCE","77950","NAGLE SIGNS  INC.","1051.62","956.84","94.78","9.01","","HOUSE","","","","","","553","SHERWIN WILLIAMS(NAGLE)","GRIMES","IA",
"SC8500","11/10/25","SRVCE","77950","NAGLE SIGNS  INC.","122.50","113.46","9.04","7.38","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"SC8503","10/29/25","SRVCE","77950","NAGLE SIGNS  INC.","175.00","162.08","12.92","7.38","","HOUSE","","","","","","464","LINCOLN VALLEY GOLF COURSE - NAGLE SIGNS","STATE CENTER","IA",
"SC8510","11/06/25","SRVCE","3478","ANKENY DENTAL PROFESSIONALS  P.C.","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","ANKENY DENTAL PROFESSIONALS, P.C.","ANKENY","IA",
"SC8514","11/10/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","113.45","26.55","18.96","","HOUSE","","","","","","554","GOOD LIFE RV -NAGLE","BEVINGTON","IA",
"SC8515","11/25/25","SRVCE","77950","NAGLE SIGNS  INC.","245.00","226.91","18.09","7.38","","HOUSE","","","","","","555","LITHA NISSAN OF AMES-NAGLE","AMES","IA",
"SC8539","12/04/25","SRVCE","77950","NAGLE SIGNS  INC.","0.00","81.04","-81.04","","","HOUSE","","","","","","496","KWIK STAR # 1158 - NAGLE SIGNS","AMES","IA",
"SC8543","12/02/25","SRVCE","77950","NAGLE SIGNS  INC.","140.00","129.66","10.34","7.39","","HOUSE","","","","","","380","KWIK STAR # 1001","NEWTON","IA",
"","","SRVCE","","Product Totals","15772.05","15252.84","519.21","3.29","6.00","HOUSE",

"","","","","Salesperson HOUSE Totals","23539.69","20300.04","3239.65","13.76","6.00","HOUSE",

"12119","10/31/25","01","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","0.00","326.74","-326.74","","","JEFF","","","","","","DEFAULT","City of Des Moines/ Purchasing Division/ Department of Finance","Des Moines","IA",
"12119","10/31/25","01","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","0.00","104.19","-104.19","","","JEFF","","","","","","DEFAULT","City of Des Moines/ Purchasing Division/ Department of Finance","Des Moines","IA",
"","","01","","Product Totals","0.00","430.93","-430.93","","0.00","JEFF",

"12190","01/09/25","ALUM","6178","MEMBERS 1ST CREDIT UNION","520.38","182.23","338.15","64.98","","JEFF","","","","","","1","Members 1st Credit Union","Ames","IA",
"12601","10/15/25","ALUM","6398","EDDIE EDWARDS SIGNS  INC.","266.24","126.40","139.84","52.52","","JEFF","","","","","","DEFAULT","Eddie Edwards Signs, Inc.","Mt. Crawford","VA",
"","","ALUM","","Product Totals","786.62","308.63","477.99","60.77","0.00","JEFF",

"12313","05/04/25","AWNING","3255","DIAMOND CO.","1018.67","398.59","620.08","60.87","","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","05/04/25","AWNING","3255","DIAMOND CO.","1453.05","763.17","689.88","47.48","","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","05/04/25","AWNING","3255","DIAMOND CO.","2852.62","1464.87","1387.75","48.65","","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12313","05/04/25","AWNING","3255","DIAMOND CO.","967.06","218.85","748.21","77.37","","JEFF","","","","","","2","Beauty Brands ","Clive","IA",
"12320","04/28/25","AWNING","4815","PRAIRIE MEADOWS","6314.55","2398.86","3915.69","62.01","","JEFF","","","","","","DEFAULT","Prairie Meadows","Altoona","IA",
"12466","09/24/25","AWNING","6368","ARTWORKS STUDIO","8131.27","2471.94","5659.33","69.60","175.00","JEFF","","","","","","DEFAULT","Artworks Studio","Carroll","IA",
"","","AWNING","","Product Totals","20737.22","7716.28","13020.94","62.79","175.00","JEFF",

"12257","02/05/25","BANNER","5189","THE CONCRETE COMPANY","972.74","1051.98","-79.24","-8.15","","JEFF","","","","","","DEFAULT","The Concrete Company","Grimes","IA",
"12257","02/05/25","BANNER","5189","THE CONCRETE COMPANY","972.74","604.81","367.93","37.82","","JEFF","","","","","","DEFAULT","The Concrete Company","Grimes","IA",
"12257","02/05/25","BANNER","5189","THE CONCRETE COMPANY","972.74","558.00","414.74","42.64","","JEFF","","","","","","DEFAULT","The Concrete Company","Grimes","IA",
"12260","02/05/25","BANNER","5189","THE CONCRETE COMPANY","307.78","66.00","241.78","78.56","","JEFF","","","","","","DEFAULT","The Concrete Company","Grimes","IA",
"12357","04/16/25","BANNER","6351","WATERFORD ELEMENTARY","138.31","36.50","101.81","73.61","","JEFF","","","","","","DEFAULT","Waterford Elementary","Urbandale","IA",
"12474","07/10/25","BANNER","5872","CHARLIE RHINEHART","269.90","73.00","196.90","72.95","","JEFF","","","","","","DEFAULT","Charlie Rhinehart","Dallas Center","IA",
"12533","09/08/25","BANNER","5300","AMERICAN STATE BANK","556.22","202.56","353.66","63.58","","JEFF","","","","","","DEFAULT","AMERICAN STATE BANK","Osceola","IA",
"12534","09/08/25","BANNER","6380","AMERICAN STATE BANK","455.92","108.34","347.58","76.24","","JEFF","","","","","","DEFAULT","American State Bank","Winterset","IA",
"12536","09/08/25","BANNER","5270","AMERICAN STATE BANK","228.81","73.27","155.54","67.98","","JEFF","","","","","","DEFAULT","American State Bank","Lamoni","IA",
"12537","09/08/25","BANNER","5300","AMERICAN STATE BANK","228.81","73.27","155.54","67.98","","JEFF","","","","","","2","American State Bank","Osceola","IA",
"12542","09/23/25","BANNER","6360","PALLY'S PIZZA","437.77","464.39","-26.62","-6.08","50.00","JEFF","","","","","","DEFAULT","Pally´s Pizza","Grimes","IA",
"12554","09/23/25","BANNER","6387","INTEGRATED PSYCHIATRY","444.27","319.29","124.98","28.13","","JEFF","","","","","","DEFAULT","Integrated Psychiatry","Clive","IA",
"","","BANNER","","Product Totals","5986.01","3631.41","2354.60","39.34","50.00","JEFF",

"12079","03/06/25","BLDG","6294","NEBRASKA FURNITURE MART","5162.03","6273.86","-1111.83","-21.54","","JEFF","","","","","","DEFAULT","Nebraska Furniture Mart","Clive","IA",
"12079","03/06/25","BLDG","6294","NEBRASKA FURNITURE MART","9960.10","5157.91","4802.19","48.21","","JEFF","","","","","","DEFAULT","Nebraska Furniture Mart","Clive","IA",
"12101","10/29/25","BLDG","6298","TEAM DENOVO","78061.25","34304.87","43756.38","56.05","1293.02","JEFF","","","","","","1","Valley Church","West Des Moines","IA",
"12124-2","01/20/25","BLDG","51400","THE MUTUAL GROUP","5249.20","2401.79","2847.41","54.24","","JEFF","","","","","","DEFAULT","The Mutual Group","West Des Moines","IA",
"12124-2","01/20/25","BLDG","51400","THE MUTUAL GROUP","1583.58","1450.46","133.12","8.41","","JEFF","","","","","","DEFAULT","The Mutual Group","West Des Moines","IA",
"12180","02/26/25","BLDG","2209","HUBBELL REALTY","4614.53","2457.58","2156.95","46.74","","JEFF","","","","","","36","Edencrest At Adel - Hubbell Realty","Adel","IA",
"12190","01/09/25","BLDG","6178","MEMBERS 1ST CREDIT UNION","2024.37","960.05","1064.32","52.58","240.65","JEFF","","","","","","1","Members 1st Credit Union","Ames","IA",
"12192","03/31/25","BLDG","6316","BEISSER LUMBER COMPANY","4984.70","1910.79","3073.91","61.67","","JEFF","","","","","","DEFAULT","Beisser Lumber Company","Johnston","IA",
"12192","03/31/25","BLDG","6316","BEISSER LUMBER COMPANY","6049.65","2517.97","3531.68","58.38","","JEFF","","","","","","DEFAULT","Beisser Lumber Company","Johnston","IA",
"12192","03/31/25","BLDG","6316","BEISSER LUMBER COMPANY","4251.90","2704.44","1547.46","36.39","","JEFF","","","","","","DEFAULT","Beisser Lumber Company","Johnston","IA",
"12214","01/31/25","BLDG","6320","THE ADVOCATES INJURY ATTORNEYS","3358.07","1878.21","1479.86","44.07","271.00","JEFF","","","","","","DEFAULT","The Advocates Injury Attorneys","Des Moines","IA",
"12214","01/31/25","BLDG","6320","THE ADVOCATES INJURY ATTORNEYS","1809.31","929.51","879.80","48.63","","JEFF","","","","","","DEFAULT","The Advocates Injury Attorneys","Des Moines","IA",
"12279","05/22/25","BLDG","5271","ANKENY FREE CHURCH","3711.91","2101.76","1610.15","43.38","","JEFF","","","","","","DEFAULT","Ankeny Free Church","Ankeny","IA",
"12279","05/22/25","BLDG","5271","ANKENY FREE CHURCH","4658.98","2712.50","1946.48","41.78","","JEFF","","","","","","DEFAULT","Ankeny Free Church","Ankeny","IA",
"12328","03/24/25","BLDG","3582","EVERBRITE LLC","265.05","120.75","144.30","54.44","","JEFF","","","","","","26","Domino´s - Everbrite","Indianola","IA",
"12354","04/09/25","BLDG","2395","ARCHITECTURAL GRAPHICS  INC.","1037.05","137.10","899.95","86.78","","JEFF","","","","","","8","Lennox Industries - PartsPlus","Urbandale","IA",
"12355","04/21/25","BLDG","6349","SAFE SECURED STORED","1242.03","502.26","739.77","59.56","200.00","JEFF","","","","","","1","Altoona RV & Boat Storage","Altoona","IA",
"12427","06/27/25","BLDG","6358","PETERS SERVICE CENTER","5077.66","3312.45","1765.21","34.76","215.00","JEFF","","","","","","DEFAULT","Peters Service Center","Perry","IA",
"12562","11/24/25","BLDG","4035","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","4069.14","1226.31","2842.83","69.86","","JEFF","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","AMES","IA",
