"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/09 - 12/31/09","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC1588.1","02/17/09","1800","ACME ELECTRIC","",""," Service outages in channel letters on the north and west elevations."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","84.00","-84.00","","0.000","14.750","-14.750","0.00","626.86","-626.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","16.750","-16.750","0.00","710.86","-710.86"
"2139.1","02/13/09","2522","AD ART SIGN COMPANY","West Des Moines, IA","5044"," Survey 1551 Valley West Dr. job location; receive, inspect one set of letters; trip to disconnect existing sign during mall hours; after hours trip for removal of existing sign;  (following patching and painting of wall by others) after hours return trip for installation .080 aluminum background panel and set of reverse LED lit individual channel letters with remote power supplies; return trip during mall hours to connect; mounting hardware and wiring to be provided by Eagle (3´ whip out back of letters to be provided by Ad Art)","CLLIT","","Acct Closed","","","","","","","","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","","","","","","","","","","","","","","","","","","","","","","2.000","11.750","-9.750","166.60","492.46","-325.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","11.750","-8.750","197.00","492.46","-295.46"
"2139.2","02/03/09","2522","AD ART SIGN COMPANY","West Des Moines, IA","5046"," removal of existing non-illuminated sign, installation of 24""x5'5"" non-illuminated sign (survey to determine if 2'x5'5 can be installed).  Work to be done during regular mall hours.  Not a seperate trip.  To be done with one of the other 2 bids (5044","BLDNON","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.000","0.000","1.000","83.30","0.00","83.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.000","0.000","1.000","83.30","0.00","83.30"
"2546.1","11/10/09","2705","ADHESIVE COMPOUNDERS","DES MOINES, IA","6337A"," remove existing sign; fabricate and install 4'x10'x.063 aluminum s","BLDNON","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","","","","","","","","","","","","","","","","","","","","","","2.000","2.250","-0.250","60.80","73.75","-12.95","","2.000","3.000","-1.000","166.60","123.90","42.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.000","5.250","-0.250","257.80","197.65","60.15"
"2510.1","10/16/09","2692","ALBRECHT SIGNS","CLIVE, IA","6083A"," installation of 18"" letters on raceway and cabinet sign; install (2) 9 7","CLLIT","","Acct Closed","","","","","","","","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","","","","","","","","","","","","","","","","","","","","","","6.250","7.000","-0.750","483.00","287.00","196.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.250","7.000","0.250","513.40","287.00","226.40"
"2610.1","12/21/09","2735","ALLAN GRAHAM","JOHNSTON, IA","6611"," Fabricate and install 18"" set of WineStyles letters, on raceway (to match pms # 471U), Red plex faces, Red LED illumination; Black returns, Gold trim cap, front elevation; applicable taxes and permit fees to be added to final invoice","CLLIT","","Acct Closed","","","","","","","","","1.000","0.500","0.500","30.40","15.20","15.20","","23.000","18.750","4.250","699.20","583.84","115.36","","4.000","3.500","0.500","121.60","113.05","8.55","","2.000","2.000","0.000","60.80","57.00","3.80","","0.000","0.500","-0.500","0.00","14.73","-14.73","","5.000","0.000","5.000","386.40","0.00","386.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.000","25.250","9.750","1298.40","783.82","514.58"
"2610.2","12/21/09","2735","ALLAN GRAHAM","JOHNSTON, IA","6612"," Fabricate and install 15"" set of WineStyles letters, on raceway (pms 7499U), Red plex faces, Red LED illumination; Black returns, Gold trim cap, rear elevation; applicable taxes and permit fees to be added to final invoice","CLLIT","","Acct Closed","","","","","","","","","1.000","0.750","0.250","30.40","22.10","8.30","","21.000","18.750","2.250","638.40","582.03","56.37","","4.000","2.500","1.500","121.60","80.75","40.85","","2.000","2.000","0.000","60.80","57.00","3.80","","0.000","0.250","-0.250","0.00","7.37","-7.37","","5.000","9.500","-4.500","386.40","393.06","-6.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.000","33.750","-0.750","1237.60","1142.31","95.29"
"2610.3","12/21/09","2735","ALLAN GRAHAM","JOHNSTON, IA","6614"," Fabricate and install (2) sets of WineStyles vinyl, 3M 3630-49 Burgundy, VO 9.5"" x 57"", to be installed on existing White plex panels; applicable taxes and permit fees to be added to final invoice; price assumes weather is 50 degrees fahrenheit or higher in order to install on site and that this work to be installed with channel letters","MONDF","","Acct Closed","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","","","","","","","","1.000","0.500","0.500","30.40","15.81","14.59","","1.000","5.000","-4.000","53.20","189.00","-135.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.500","5.500","-3.000","98.80","204.81","-106.01"
"2442.1","08/31/09","2658","AMERICAN CANCER SOCIETY","URBANDALE, IA","6133"," Provide 75' of new 3","FLAG","","Acct Closed","","","","","","","","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","","","","","","","","1.000","0.000","1.000","53.20","0.00","53.20","","0.000","1.000","-1.000","0.00","43.40","-43.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.500","1.000","0.500","68.40","43.40","25.00"
"2590.1","11/25/09","2726","AMERICAN FAMILY INSURANCE","INDIANOLA, IA","6560"," Remove the existing single-faced, lighted building sign from the current office at 121 W. Salem in Indianola.  Install the sign at the new office at 204 E. Detroit in Indianola.  This work must be done on Wednesday, November 25th.  Applicable taxes and sign permit are additional.","OTHER","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.500","6.000","-2.500","231.35","239.40","-8.05","","","","","","","","","2.000","0.000","2.000","72.20","0.00","72.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.500","6.000","-0.500","303.55","239.40","64.15"
"2197.1","03/31/09","5700","AMES RACQUET & FITNESS CENTER","Ames, IA","5349"," Bring awning to Eagle Sign. Recover the frame with new black awning fabric and black trim cap.  Replace fluorescent lamps and fixtures. Install awning on the west elevation. Check the other awnings on the building to check and tighten attachments.","AWNREC","","Acct Closed","","","","","","","","","","","","","","","","5.000","8.750","-3.750","152.00","280.25","-128.25","","1.000","0.000","1.000","30.40","0.00","30.40","","","","","","","","","","","","","","","","9.000","11.000","-2.000","629.30","452.22","177.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.000","19.750","-4.750","811.70","732.47","79.23"
"2313.1","06/08/09","2602","ANKENY AREA CHAMBER OF COMMERCE","ANKENY, IA","5587"," Provide (1) 3' x 6' white banner with grommets and string for hanging the banner. Printing is on one side of the banner. Artwork is provided by the Ankeny Chamber.","BANPRN","","Acct Closed","","","","","","","","","0.000","1.500","-1.500","0.00","44.18","-44.18","","0.250","0.000","0.250","7.60","0.00","7.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.250","1.500","-1.250","7.60","44.18","-36.58"
"2313.2","06/08/09","2602","ANKENY AREA CHAMBER OF COMMERCE","ANKENY, IA","5586"," Provide (3) 22"" diameter ´golf ball signs.  Black vinyl will be applied to one side for the copy.  Copy is provided by the Ankeny Chamber.","OTHER","","Acct Closed","","","","","","","","","0.000","1.000","-1.000","0.00","29.45","-29.45","","0.250","0.000","0.250","7.60","0.00","7.60","","","","","","","","","","","","","","","","1.000","1.500","-0.500","30.40","47.41","-17.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.250","2.500","-1.250","38.00","76.86","-38.86"
"2313.3","06/08/09","2602","ANKENY AREA CHAMBER OF COMMERCE","ANKENY, IA","5585"," Provide (33) 18"" x 24"" yellow (one-sided) coroplast signs.  Maroon vinyl will be applied to one side for the copy. Copy is provided by the Ankeny Chamber.","OTHER","","Acct Closed","","","","","","","","","0.000","3.000","-3.000","0.00","88.35","-88.35","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","10.000","8.500","1.500","304.00","280.26","23.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.500","11.500","-1.000","319.20","368.61","-49.41"
"2548.1","10/26/09","2476","ARCHER SIGN CORPORATION","INDIANOLA, IA","6447"," Complete a survey of existing signs for Instant Cash #94850 in Indianola.  Complete measurements, sketches, and provide photos.","OTHER","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","0.000","2.000","92.40","0.00","92.40","","","","","","","","","2.000","0.000","2.000","72.20","0.00","72.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.000","0.000","4.000","164.60","0.00","164.60"
"2549.1","10/26/09","2476","ARCHER SIGN CORPORATION","FAIRFIELD, IA","6448"," Complete a survey of existing signs for Instant Cash #94849 in Fairfield.  Complete measurements, sketches, and provide photos.","OTHER","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","0.000","2.000","92.40","0.00","92.40","","","","","","","","","4.000","0.000","4.000","144.40","0.00","144.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.000","0.000","6.000","236.80","0.00","236.80"
"2615.1","12/22/09","2476","ARCHER SIGN CORPORATION","INDIANOLA, IA","6575"," Receive (3) new sign faces from Archer Sign Corp. Remove and dispose of (2) faces in the existing monument sign and (1) face in the existing building sign. Install new faces in these signs. Sign permits are included.","OTHER","","Acct Closed","","","","","","","","","0.000","1.250","-1.250","0.00","36.82","-36.82","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","23.17","-23.17","","3.000","7.500","-4.500","189.70","308.02","-118.32","","","","","","","","","2.000","0.000","2.000","72.20","0.00","72.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.500","9.500","-4.000","277.10","368.01","-90.91"
"2289.1","05/18/09","2395","ARCHITECTURAL GRAPHICS, INC.","","","  Survey pylon cabinet sign for face replacement.  Need all pertinent information on cabinet including retainer size."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","65.10","-65.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","65.10","-65.10"
"SC1625.1","03/27/09","2395","ARCHITECTURAL GRAPHICS, INC.","",""," Service  (star).  Not lighting properly.  Do not exceed $350.0  without prior approval from AGI.  Provide several photos of completed work."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","20.30","-20.30","","0.000","1.000","-1.000","0.00","40.60","-40.60","","0.000","3.000","-3.000","0.00","121.80","-121.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.500","-4.500","0.00","182.70","-182.70"
"2163.1","02/19/09","2536","ARROW ELECTRIC","",""," Ship red UJC LED's to Arrow Electric for their repair work at Taco John's--Dyess Air Force Space $120.95 + UPS shipping"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"2252.1","04/14/09","2570","ARTISTIC BEAD","WEST DES MOINES, IA","5543"," Installation of s","BLDNON","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","1.000","2.000","159.60","43.40","116.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","1.000","2.000","159.60","43.40","116.20"
"2252.2","04/14/09","2570","ARTISTIC BEAD","WEST DES MOINES, IA","5544"," fabrication and installation of white door vinyl, name and logo; ""Artistic"" 6""x12""; BEAD, 6""x8""; logo, app. 12""x8""","VINYL","","Acct Closed","","","","","","","","","1.000","2.500","-1.500","30.40","73.65","-43.25","","","","","","","","","","","","","","","","","","","","","","","0.500","1.000","-0.500","15.20","31.60","-16.40","","1.000","1.000","0.000","53.20","43.40","9.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.500","4.500","-2.000","98.80","148.65","-49.85"
