"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/18 - 12/31/18","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC5275.1","03/15/18","4129","A-D DISTRIBUTING CO.","",""," Assist with replacing rope and truck assembly on external halyard pole.  Any time you have an opening is fine, let Tony know. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22"
"SC5333.1","04/28/18","4129","A-D DISTRIBUTING CO.","",""," Assist with re-roping and repairing flag pole "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48","","0.000","0.750","-0.750","0.00","38.61","-38.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","90.09","-90.09"
"SC5354.1","05/21/18","4129","A-D DISTRIBUTING CO.","",""," Assist with re-roping all three poles, possibly replace parts. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","115.83","-115.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","115.83","-115.83"
"SC5355.1","05/21/18","4129","A-D DISTRIBUTING CO.","",""," Re-rope pole, possibly move a small boulder away from pole with straps. Location:  3119 SE Cherry Blossom Dr., Ankeny IA 50021 "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22"
"SC5365.1","05/25/18","4129","A-D DISTRIBUTING CO.","",""," Assist with replacing two truck assemblies on both poles and parts and rope on Iowa pole.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22"
"SC5372.1","05/30/18","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with large flag pole at Federal Courthouse.  Looks like someone got a clip stuck when lowering flag to half staff.   Boom Truck should work.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48"
"SC5496.1","09/11/18","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with removing the hoop at the top of the flag pole at the Court house annex.    Will need the taller lift truck.   515 288 3365"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48"
"SC5534.1","10/24/18","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with replacing internal wire cable assembly on a 40 or 45 ft. flagpole.  Need to  take truck assembly off top to do this.  ( hopefully this will come off easily.  If not, we will cut it, cap it and replace it.   We will need to bring the boom truck in from the parking on E. 9th (also called Finkbine Dr.)  and work our way down. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","102.96","-102.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","102.96","-102.96"
"SC5576.1","11/17/18","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with Flag Pole at HELENA INDUSTRIES, 3525 VANDALIA RD. DES MOINES, IA 550317 "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0.000","0.00","0.00","0.00","","0.000","1.250","-1.250","0.00","64.35","-64.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","64.35","-64.35"
"SC5602.1","12/10/18","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in reinstalling truck assembly on a flagpole at John Deere Credit at 6400  NW 86th St., Johnston, IA 50131. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48"
"SC5605.1","12/13/18","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in replacing parts on Flag Pole at Great Western Bank, 1111 141st St. Perry IA 50220.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22","","0.000","1.750","-1.750","0.00","90.09","-90.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.250","-3.250","0.00","167.31","-167.31"
"8500.1","02/28/18","5243","ABSOLUTE PERFORMANCE THERAPY","WAUKEE, IA","24551"," Fabricate and install (2) new replacement white polycarbonate tenant panels with digitally printed vinyl graphics to match PMS 2627 & PMS 3425. Bring existing blank tenant panels back. Joe P will give them to the landlord.","MONDF","","Acct Closed","","","","","","","","","1.000","1.000","0.000","42.46","38.60","3.86","","1.000","1.000","0.000","42.46","41.50","0.96","","","","","","","","","","","","","","","","5.500","1.000","4.500","233.53","37.15","196.38","","2.500","1.250","1.250","142.75","51.64","91.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.000","4.250","5.750","461.20","168.89","292.31"
"8500.2","02/28/18","5243","ABSOLUTE PERFORMANCE THERAPY","WAUKEE, IA","24598"," Staff time for the procurement of permit. NOTE: Cost of permit will be listed on the invoice.","MONDF","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","0.000","2.000","84.92","0.00","84.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","0.000","2.000","84.92","0.00","84.92"
"8745.1","07/03/18","4848","ACCENT GRAPHICS","WEST DES MOINES,, IA","25519"," SURVEY, SECURE PERMITS AND INSTALL (2) INTERIOR SIGNS AND (1) EXTERIOR SIGN AT LOCATION JOB SITE. INTERIOR SIGN #1 IS A 8´ X 19.5"" HALO ILLUMINATED CABINET INSTALLED IN THE CYCLING STUDIO PER DRAWING. INTERIOR SIGN #2 IS A HALO ILLUMINATED LOGO CABINET SIGN INSTALLED IN THE LOBBY AREA PER DRAWING. EXTERIOR SIGN IS INSTALLED EAST ELEVATION. NOTE: THIS BUILDING IS STILL UNDER CONSTRUCTION. INSTALLATION DATE IS NOT SCHEDULED UNTIL OCTOBER 2018. LOCATION: WDSM, IA.","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","1.500","0.000","1.500","63.69","0.00","63.69","","","","","","","","","","","","","","","","","","","","","","","13.250","21.000","-7.750","1272.70","980.55","292.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.750","21.000","-6.250","1336.39","980.55","355.84"
"8745.2","07/03/18","4848","ACCENT GRAPHICS","WEST DES MOINES,, IA","25674"," RECEIVE, INSPECT AND INSTALL 1st surface, (6) CUSTOMER PROVIDED WINDOW vinyl ON 2ND STORY WINDOWS ON EAST ELEVATION PER CUSTOMER DRAWING. LOCATION: West DES MOINES, IA. Note: Additional trip needed to do this work.  ","VINYL","","Acct Closed","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","18.59","-18.59","","","","","","","","","","","","","","","","","","","","","","","4.000","12.000","-8.000","239.28","550.22","-310.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.000","12.500","-8.500","239.28","568.81","-329.53"
"8745.3","10/24/18","4848","ACCENT GRAPHICS","",""," survey"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC5221.1","02/03/18","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," Replace (2)  Pole lights that are tout & replace the missing glass covers on the fixture.    While on site, please check all other exterior signage and repair if needed while on site.  Before and After photos are required.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0.000","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0.000","0.00","0.00","0.00"
"SC5304.1","04/06/18","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," EMC ISSUES: Check the connection & cable on the bridge to the sign.  the crew MUST contact Enseo customer service at 866 860 8733 & verify connectivity operation of the sign.  Enco can confirm communication to and through the HD4000 but the installer needs to visually verify the display.  THIS IS VERY IMPORTANT.    The installer should contact Optec customer service at 800 876 1668 if there is an issue with their parts.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","10.38","-10.38","","0.000","2.000","-2.000","0.00","82.97","-82.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","93.35","-93.35"
"SC5364.1","05/25/18","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," EMC issues.  Please install parts for the EMC that was shipped from ENSEO.  The parts are located in the Motel office.   If there are still issues once the parts are installed, then the crew MUST contact Enseo customer service at 866 860 8733.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","103.68","-103.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","103.68","-103.68"
"SC5619.1","12/14/18","1800","ACME ELECTRIC","",""," Customer reports that there are outages in the building sign.  The ""M"" is completely out as well as the A,C,T are pinkish in color.  The pole sign also has a few outages on the east end.   Please see attached photos.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.250","-4.250","0.00","176.26","-176.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.250","-4.250","0.00","176.26","-176.26"
"8631.1","05/14/18","4684","ADAMSON INSURANCE & ASSOCIATES","ANKENY, IA","25206"," Remove existing halo lit channel letters on backer panel from south exterior elevation located at 2501 SE Tones Dr. Suite 100  Ankeny. Fill all penetration holes with silicone (no patching","CLLIT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.46","0.00","42.46","","0.000","5.250","-5.250","0.00","172.25","-172.25","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","24.13","-24.13","","16.000","14.500","1.500","1094.38","651.41","442.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.000","20.500","-3.500","1136.84","847.79","289.05"
"8631.2","05/14/18","4684","ADAMSON INSURANCE & ASSOCIATES","ANKENY, IA","25254"," Fabricate and install single set of LED face lit channel letters ""ADAMSON"" 3M 3630-49 Burgundy vinyl on the faces white trim cap and white returns on a raceway. The tag line ""Insurance & Associate"" are 1","CLLIT","CL-RACEWAY","Acct Closed","","","","","","","","","1.000","0.500","0.500","42.46","19.30","23.16","","22.500","20.000","2.500","955.36","671.67","283.69","","2.000","4.250","-2.250","84.92","139.45","-54.53","","3.500","2.000","1.500","148.61","69.48","79.13","","1.000","1.250","-0.250","42.46","47.17","-4.71","","6.000","11.500","-5.500","571.50","532.53","38.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.000","39.500","-3.500","1845.31","1479.60","365.71"
