"15 FEB 2026","18:21:03","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/16 through 12/31/16",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"","","SURVEY","","Product Totals","864.68","929.13","-64.45","-7.45","15.00","ADAM",

"","","","","Salesperson ADAM Totals","6968.23","4808.66","2159.57","30.99","170.00","ADAM",

"SC4409","07/07/16","SRVCE","49300","GIT N GO CONVENIENCE STORES","0.00","85.46","-85.46","","","BRIANT","","","","","","23","GIT N GO","DES MOINES","IA",
"","","SRVCE","","Product Totals","0.00","85.46","-85.46","","0.00","BRIANT",

"","","","","Salesperson BRIANT Totals","0.00","85.46","-85.46","","0.00","BRIANT",

"7087","01/28/16","01","77950","NAGLE SIGNS  INC.","2449.90","1579.17","870.73","35.54","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"","","01","","Product Totals","2449.90","1579.17","870.73","35.54","0.00","HOUSE",

"7554-2","11/21/16","BANNER","4898","ANCHOR NUTRITION STRENGTH & CONDITIONING","156.63","94.20","62.43","39.86","","HOUSE","","","","","","DEFAULT","ANCHOR NUTRITION STRENGTH & CONDITIONING","DES MOINES","IA",
"","","BANNER","","Product Totals","156.63","94.20","62.43","39.86","0.00","HOUSE",

"7625","10/13/16","BLDG","4922","WAYPOINT CORPORATE OFFICE","1583.11","620.25","962.86","60.82","47.00","HOUSE","","","","","","1","WAYPOINT","ANKENY","IA",
"","","BLDG","","Product Totals","1583.11","620.25","962.86","60.82","47.00","HOUSE",

"7449","06/15/16","GRAPHC","3789","KIRCHNER KLASSIC","0.00","27.39","-27.39","","","HOUSE","","","","","","DEFAULT","KIRCHNER KLASSIC","INDIANOLA","IA",
"","","GRAPHC","","Product Totals","0.00","27.39","-27.39","","0.00","HOUSE",

"7214","06/30/16","INSTL","3047","IDENTITI RESOURCES LIMITED","3996.29","3971.63","24.66","0.62","","HOUSE","","","","","","8","FARM & HOME","OSCEOLA","IA",
"7214","06/30/16","INSTL","3047","IDENTITI RESOURCES LIMITED","3458.75","2137.70","1321.05","38.19","","HOUSE","","","","","","8","FARM & HOME","OSCEOLA","IA",
"7214","06/30/16","INSTL","3047","IDENTITI RESOURCES LIMITED","3777.32","2580.53","1196.79","31.68","","HOUSE","","","","","","8","FARM & HOME","OSCEOLA","IA",
"","","INSTL","","Product Totals","11232.36","8689.86","2542.50","22.64","0.00","HOUSE",

"6974","04/08/16","MISC","2371","COAST SIGN LLC","0.00","318.56","-318.56","","","HOUSE","","","","","","17","BANK OF AMERICA - COAST SIGN INC.","DES MOINES","IA",
"7108","01/28/16","MISC","77950","NAGLE SIGNS  INC.","180.00","124.25","55.75","30.97","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7108","01/28/16","MISC","77950","NAGLE SIGNS  INC.","90.00","193.00","-103.00","-114.44","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7108","01/28/16","MISC","77950","NAGLE SIGNS  INC.","180.00","146.68","33.32","18.51","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7108","01/28/16","MISC","77950","NAGLE SIGNS  INC.","180.00","123.52","56.48","31.38","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7108","01/28/16","MISC","77950","NAGLE SIGNS  INC.","90.00","0.00","90.00","100.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7111","01/28/16","MISC","77950","NAGLE SIGNS  INC.","254.94","195.53","59.41","23.30","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7111","01/28/16","MISC","77950","NAGLE SIGNS  INC.","123.62","100.48","23.14","18.72","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7111","01/28/16","MISC","77950","NAGLE SIGNS  INC.","205.98","191.10","14.88","7.22","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7111","01/28/16","MISC","77950","NAGLE SIGNS  INC.","429.92","339.73","90.19","20.98","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7111","01/28/16","MISC","77950","NAGLE SIGNS  INC.","1231.50","994.15","237.35","19.27","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7111","01/28/16","MISC","77950","NAGLE SIGNS  INC.","412.55","325.83","86.72","21.02","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7116","01/28/16","MISC","77950","NAGLE SIGNS  INC.","124.09","85.70","38.39","30.94","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7118","01/28/16","MISC","77950","NAGLE SIGNS  INC.","87.50","62.50","25.00","28.57","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7124","01/26/16","MISC","77950","NAGLE SIGNS  INC.","262.50","168.16","94.34","35.94","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7130","01/27/16","MISC","77950","NAGLE SIGNS  INC.","164.70","166.05","-1.35","-0.82","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7130","01/27/16","MISC","77950","NAGLE SIGNS  INC.","164.70","166.05","-1.35","-0.82","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7130","01/27/16","MISC","77950","NAGLE SIGNS  INC.","361.55","320.87","40.68","11.25","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7130","01/27/16","MISC","77950","NAGLE SIGNS  INC.","399.98","340.03","59.95","14.99","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7132","01/27/16","MISC","77950","NAGLE SIGNS  INC.","110.31","61.76","48.55","44.01","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7132","01/27/16","MISC","77950","NAGLE SIGNS  INC.","147.08","69.48","77.60","52.76","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7132","01/27/16","MISC","77950","NAGLE SIGNS  INC.","73.54","69.48","4.06","5.52","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7136","02/01/16","MISC","77950","NAGLE SIGNS  INC.","1244.00","1053.75","190.25","15.29","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7143","01/29/16","MISC","4763","KINMAN GLASS","40.53","10.36","30.17","74.44","","HOUSE","","","","","","DEFAULT","KINMAN GLASS","DES MOINES","IA",
"7149","02/10/16","MISC","77950","NAGLE SIGNS  INC.","283.24","241.33","41.91","14.80","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7173","02/29/16","MISC","77950","NAGLE SIGNS  INC.","428.03","352.95","75.08","17.54","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7175","02/23/16","MISC","4779","EAGLE SIGN CO.","0.00","301.88","-301.88","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"7187","03/09/16","MISC","77950","NAGLE SIGNS  INC.","50.00","15.21","34.79","69.58","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7212","03/08/16","MISC","77950","NAGLE SIGNS  INC.","143.39","127.87","15.52","10.82","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7227","03/11/16","MISC","77950","NAGLE SIGNS  INC.","89.68","80.69","8.99","10.02","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7229","03/09/16","MISC","77950","NAGLE SIGNS  INC.","65.66","52.53","13.13","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7233","03/16/16","MISC","77950","NAGLE SIGNS  INC.","247.25","238.14","9.11","3.68","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7240","03/16/16","MISC","77950","NAGLE SIGNS  INC.","145.25","135.98","9.27","6.38","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7240","03/16/16","MISC","77950","NAGLE SIGNS  INC.","199.20","166.98","32.22","16.17","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7255","03/24/16","MISC","77950","NAGLE SIGNS  INC.","73.80","70.20","3.60","4.88","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7267","03/28/16","MISC","77950","NAGLE SIGNS  INC.","190.10","172.61","17.49","9.20","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7273","03/28/16","MISC","77950","NAGLE SIGNS  INC.","96.15","76.92","19.23","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7297","04/29/16","MISC","77950","NAGLE SIGNS  INC.","2700.00","2541.14","158.86","5.88","","HOUSE","","","","","","121","DOLLAR TREE - NAGLE SIGNS","WEST DES MOINES","IA",
"7323","05/25/16","MISC","77950","NAGLE SIGNS  INC.","62.50","44.64","17.86","28.58","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7330","04/30/16","MISC","77950","NAGLE SIGNS  INC.","82.35","72.77","9.58","11.63","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7339","08/30/16","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","422.52","HOUSE","","","","","","124","KUM & GO - NAGLE SIGNS","DES MOINES","IA",
"7341","04/27/16","MISC","77950","NAGLE SIGNS  INC.","300.00","214.42","85.58","28.53","","HOUSE","","","","","","125","KUM & GO - NAGLE SIGNS","CASEY","IA",
"7344","04/27/16","MISC","77950","NAGLE SIGNS  INC.","97.50","70.79","26.71","27.39","","HOUSE","","","","","","126","IOWA METHODIST MEDICAL CENTER - NAGLE SIGNS","DES MOINES","IA",
"7365","05/06/16","MISC","77950","NAGLE SIGNS  INC.","428.23","380.48","47.75","11.15","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7370","05/11/16","MISC","77950","NAGLE SIGNS  INC.","280.04","183.59","96.45","34.44","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7384","05/16/16","MISC","77950","NAGLE SIGNS  INC.","112.50","73.11","39.39","35.01","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7388","05/18/16","MISC","77950","NAGLE SIGNS  INC.","80.00","84.92","-4.92","-6.15","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7388","05/18/16","MISC","77950","NAGLE SIGNS  INC.","80.00","61.76","18.24","22.80","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7395","05/23/16","MISC","77950","NAGLE SIGNS  INC.","428.22","362.63","65.59","15.32","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7399","05/23/16","MISC","77950","NAGLE SIGNS  INC.","184.18","167.40","16.78","9.11","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7415","06/12/16","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","119.00","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","33.28","166.43","-133.15","-400.09","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","22.19","110.94","-88.75","-399.95","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","5.28","26.30","-21.02","-398.11","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","31.73","158.65","-126.92","-400.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","20.38","101.87","-81.49","-399.85","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","10.15","50.76","-40.61","-400.10","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","10.88","54.39","-43.51","-399.91","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","263.25","1316.25","-1053.00","-400.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","13.06","65.31","-52.25","-400.08","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7431","06/03/16","MISC","77950","NAGLE SIGNS  INC.","10.52","52.62","-42.10","-400.19","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7443","06/29/16","MISC","77950","NAGLE SIGNS  INC.","355.40","290.01","65.39","18.40","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7459","06/24/16","MISC","77950","NAGLE SIGNS  INC.","317.30","277.62","39.68","12.51","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7460","06/24/16","MISC","77950","NAGLE SIGNS  INC.","183.95","147.16","36.79","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7461","06/27/16","MISC","77950","NAGLE SIGNS  INC.","203.38","135.62","67.76","33.32","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7472","06/27/16","MISC","77950","NAGLE SIGNS  INC.","394.70","328.92","65.78","16.67","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7487","06/30/16","MISC","77950","NAGLE SIGNS  INC.","450.00","218.08","231.92","51.54","","HOUSE","","","","","","131","TOBACCO OUTLET - NAGLE SIGNS","WEST DES MOINES","IA",
"7511","08/03/16","MISC","4770","DAN MITCHELL","39.80","25.63","14.17","35.60","","HOUSE","","","","","","DEFAULT","DAN MITCHELL","DES MOINES","IA",
"7531","07/22/16","MISC","77950","NAGLE SIGNS  INC.","114.10","106.62","7.48","6.56","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7531","07/22/16","MISC","77950","NAGLE SIGNS  INC.","122.02","111.39","10.63","8.71","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7547","08/15/16","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7549","07/31/16","MISC","77950","NAGLE SIGNS  INC.","792.84","556.96","235.88","29.75","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"7614","08/24/16","MISC","77950","NAGLE SIGNS  INC.","145.85","129.84","16.01","10.98","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7642","09/13/16","MISC","77950","NAGLE SIGNS  INC.","231.38","218.19","13.19","5.70","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7656","09/20/16","MISC","77950","NAGLE SIGNS  INC.","219.85","146.35","73.50","33.43","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7660","09/27/16","MISC","77950","NAGLE SIGNS  INC.","60.00","65.44","-5.44","-9.07","","HOUSE","","","","","","132","KUM & GO- NAGLE SIGNS","URBANDALE","IA",
"7665","10/05/16","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","103","UNITY POINT HEALTH- NAGLE SIGNS","ANKENY","IA",
"7682","10/04/16","MISC","77950","NAGLE SIGNS  INC.","263.50","175.45","88.05","33.42","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7682","10/04/16","MISC","77950","NAGLE SIGNS  INC.","175.00","117.25","57.75","33.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7683","10/04/16","MISC","77950","NAGLE SIGNS  INC.","51.78","38.00","13.78","26.61","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7684","10/07/16","MISC","2906","AMERICAN MARKING","60.00","31.86","28.14","46.90","","HOUSE","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"7686","10/06/16","MISC","4955","ROGER WISECUP","25.00","0.00","25.00","100.00","","HOUSE","","","","","","DEFAULT","ROGER WISECUP","WEST DES MOINES","IA",
"7688","10/04/16","MISC","77950","NAGLE SIGNS  INC.","225.03","208.04","16.99","7.55","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7688","10/04/16","MISC","77950","NAGLE SIGNS  INC.","317.30","251.81","65.49","20.64","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7713","10/27/16","MISC","95950","NATIONAL CARWASH SOLUTIONS","2558.56","1820.22","738.34","28.86","","HOUSE","","","","","","DEFAULT","RYKO MANUFACTURING","GRIMES","IA",
"7737","12/12/16","MISC","4779","EAGLE SIGN CO.","0.00","587.84","-587.84","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"7739","11/16/16","MISC","95950","NATIONAL CARWASH SOLUTIONS","1279.28","964.98","314.30","24.57","","HOUSE","","","","","","DEFAULT","RYKO MANUFACTURING","GRIMES","IA",
"7750","11/08/16","MISC","77950","NAGLE SIGNS  INC.","150.00","147.58","2.42","1.61","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7750","11/08/16","MISC","77950","NAGLE SIGNS  INC.","300.00","217.04","82.96","27.65","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7751","11/08/16","MISC","77950","NAGLE SIGNS  INC.","288.52","244.60","43.92","15.22","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7763","12/22/16","MISC","2562","UPS CLAIMS PROCESSING","471.70","379.39","92.31","19.57","","HOUSE","","","","","","DEFAULT","UPS CLAIMS PROCESSING","NEWPORT NEWS","VA",
"7767","11/23/16","MISC","77950","NAGLE SIGNS  INC.","1212.30","800.58","411.72","33.96","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7769","12/05/16","MISC","77950","NAGLE SIGNS  INC.","1609.25","1531.41","77.84","4.84","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7769","12/05/16","MISC","77950","NAGLE SIGNS  INC.","1609.25","1416.14","193.11","12.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7777","11/28/16","MISC","77950","NAGLE SIGNS  INC.","215.70","162.56","53.14","24.64","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7781","12/19/16","MISC","77950","NAGLE SIGNS  INC.","480.00","352.50","127.50","26.56","","HOUSE","","","","","","137","DOLLAR GENERAL - NAGLE SIGNS","CARLISLE","IA",
"7782","12/29/16","MISC","77950","NAGLE SIGNS  INC.","374.40","447.04","-72.64","-19.40","","HOUSE","","","","","","138","DOLLAR GENERAL - NAGLE SIGNS","OTTUMWA","IA",
"7783","12/31/16","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","139","DOLLAR GENERAL - NAGLE SIGNS","RED OAK","IA",
"7788","12/06/16","MISC","77950","NAGLE SIGNS  INC.","585.00","468.00","117.00","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"7792","12/05/16","MISC","77950","NAGLE SIGNS  INC.","175.95","118.19","57.76","32.83","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
