"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/07 - 12/31/07","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"62094.2","06/08/07","1800","ACME ELECTRIC","",""," Fabricate (1) set 11-1"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"62094.3","06/08/07","1800","ACME ELECTRIC","",""," Fabricate (1) set 36-3"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"62094.4","06/08/07","1800","ACME ELECTRIC","",""," Fabricate (1) set 10"" LED ""BUILDING * REMODELING * WOODWORKING * LANDSCAPING"" channel letters per JLG Architects drawing. North elevation. Price included in 36-3"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"62094.5","06/08/07","1800","ACME ELECTRIC","",""," Remove all existing channel letters on the building.  Remove the LED's from the two sets of letters reading ""TOOLS & EQUIPMENT"" to re-use them in the new letters.  Power supplies are also to be re-used to light as many of the new letters as possible.  Re-use the existing 36-3"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC1053.1","06/13/07","1800","ACME ELECTRIC","",""," The Duster logo on the west elevation is partially out.  Repair to fully light."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.750","-2.750","0.00","167.20","-167.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.750","-2.750","0.00","167.20","-167.20"
"1256.1","08/08/07","2251","ADVANCED FOOT & ANKLE CLINIC","",""," Permit(s)"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"1256.2","08/31/07","2251","ADVANCED FOOT & ANKLE CLINIC","DES MOINES, IA","1746"," (1) Advanced Foot & Ankle Clinic illuminated cabinet sign. (1)  foot-shaped channel letter with company phone number illuminated cabinet Sign.  Sign will be installed by August 31st, 2007.","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","21.000","24.000","-3.000","882.00","735.53","146.47","","5.000","1.000","4.000","210.00","37.95","172.05","","","","","","","","","3.000","5.250","-2.250","126.00","195.82","-69.82","","4.000","5.500","-1.500","435.20","290.40","144.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1643.66","","33.000","35.750","-2.750","1653.20","-383.96","2037.16"
"1256.3","09/15/07","2251","ADVANCED FOOT & ANKLE CLINIC","DES MOINES, IA","1747"," (1) Advanced Food & Ankle Clinic non-illuminated sign. Sign is 18"" tall x 9Çlong.  Sign will be installed by August 31st, 2007.                ","BLDNON","","Acct Closed","","","","","","","","","","","","","","","","8.000","1.750","6.250","336.00","87.42","248.58","","","","","","","","","3.000","0.000","3.000","126.00","0.00","126.00","","2.000","1.750","0.250","84.00","72.74","11.26","","2.000","0.000","2.000","217.60","0.00","217.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.000","3.500","11.500","763.60","160.16","603.44"
"1256.4","08/31/07","2251","ADVANCED FOOT & ANKLE CLINIC","",""," Installation"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643.66","","0.000","0.000","0.000","0.00","1643.66","-1643.66"
"1298.1","09/10/07","2251","ADVANCED FOOT & ANKLE CLINIC","DES MOINES, IA","1885"," Vinyl for your front door.","VINYL","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","37.33","-37.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","37.33","-37.33"
"1344.1","09/20/07","2280","AERUS ELECTROLUX","",""," Sign permit(s)"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"1344.2","09/25/07","2280","AERUS ELECTROLUX","MADISON, WI","1577"," ÇElectroluxÇ 16 1","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","9.000","8.500","0.500","312.00","395.86","-83.86","","3.000","0.000","3.000","102.00","0.00","102.00","","3.000","2.000","1.000","102.00","64.52","37.48","","3.000","3.500","-0.500","102.00","101.91","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.000","14.000","4.000","618.00","562.29","55.71"
"1344.3","09/25/07","2280","AERUS ELECTROLUX","MADISON, WI","1642"," Freight","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"1344.4","10/29/07","2280","AERUS ELECTROLUX","MADISON, WI","1643"," Installation and Removal; remove existing ""AERUS"" 18"" channel letters; silicone remaining holes (no painting); relocate letters; install new single face 16.5"" x 8Ç9"" cabinet sign.","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC1197.2","11/20/07","2280","AERUS ELECTROLUX","",""," Repair to sign neon after move. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC1197.3","11/20/07","2280","AERUS ELECTROLUX","",""," Issue PO for $178.26 to JNB Signs to repair neon in ÇSÇ."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"1481.1","12/04/07","2321","AFSCME COUNCIL 61","DES MOINES, IA","2660"," Furnish, install and remove after 6 weeks (2) 10Ç7"" x 41Ç white vinyl billboard faces with full color graphic digital prints,  mounted onto existing billboard face structure.","OTHER","","Acct Closed","","","","","","","","","2.000","0.000","2.000","84.90","0.00","84.90","","4.000","0.000","4.000","169.80","0.00","169.80","","","","","","","","","","","","","","","","","","","","","","","20.000","23.000","-3.000","1577.60","1204.80","372.80","","0.000","1.000","-1.000","0.00","49.60","-49.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.000","24.000","2.000","1832.30","1254.40","577.90"
"SC1105.1","09/19/07","3550","ALL NATIONS ASSEMBLY OF GOD","",""," Reader board is not lighting. Repair as necessary."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","108.80","-108.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","108.80","-108.80"
"1328.1","09/13/07","2271","ALLIED GENERAL AGENCY","DES MOINES, IA","2166"," Need 4Ç x 8Ç banner for trade show booth. Digitally Printed.  Nagle Signs.","BANPRN","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC1174.1","11/19/07","2303","AMA SIGN COMPANY OF AMERICA","",""," Install multiple signs supplied by customer at Petland located at 6305 Mills Civic Parkway in West Des Moines, need a lift truck that can elevate to 25' and 2-men for Monday November 19 and possibly Tuesday November 20."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","25.000","-25.000","0.00","1284.42","-1284.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","25.000","-25.000","0.00","1284.42","-1284.42"
"1217.1","07/23/07","2234","AMERICA'S BEST VALU INN","",""," (1) Site Survey"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","120.00","-120.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-80.00","","0.000","3.000","-3.000","0.00","40.00","-40.00"
"1217.2","07/23/07","2234","AMERICA'S BEST VALU INN","",""," (1) Banner"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"1217.3","07/23/07","2234","AMERICA'S BEST VALU INN","",""," Installation.   ANDY:  Please measure the thickness of the I-Beam flanges when you install the banner on Monday."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.00","","0.000","0.000","0.000","0.00","80.00","-80.00"
"1351.1","09/28/07","2282","AMERICAS BEST VALU INN","OSCEOLA, IA","2008"," Fabrication (1) D","ILLUM","","Acct Closed","","","","","","","","","0.000","1.500","-1.500","0.00","45.62","-45.62","","80.000","122.000","-42.000","3360.00","5470.83","-2110.83","","8.000","4.000","4.000","336.00","192.44","143.56","","6.000","4.250","1.750","252.00","137.12","114.88","","0.000","0.750","-0.750","0.00","22.81","-22.81","","0.000","5.500","-5.500","0.00","334.40","-334.40","","0.000","1.750","-1.750","0.00","95.20","-95.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.000","139.750","-45.750","3948.00","6298.42","-2350.42"
"1351.2","09/28/07","2282","AMERICAS BEST VALU INN","OSCEOLA, IA","1949"," Remove and junk (2) existing cabinet signs from existing I-Beam structure. Install (1) new 12ÇH x 16ÇWÇAmericas Best Valu InnÇ illuminated cabinet sign to existing twin I-Beam structure.   (Sign will shipped to us from other sign vendor. We will install.)","POLLIT","","Acct Closed","","","","","","","","","","","","","","","","16.000","0.000","16.000","672.00","0.00","672.00","","","","","","","","","","","","","","","","","","","","","","","24.000","30.250","-6.250","1305.60","1618.40","-312.80","","0.000","4.000","-4.000","0.00","217.60","-217.60","","0.000","1.000","-1.000","0.00","42.45","-42.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.000","35.250","4.750","1977.60","1878.45","99.15"
"1351.3","09/28/07","2282","AMERICAS BEST VALU INN","OSCEOLA, IA","1990"," Installation of (2) single face 2Ç-8""H x 15Ç-2""W electronic message boards using wireless comminication.   (Message boards will mount to I-Beam support structures. Size is 10 1","POLLIT","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.000","1.500","18.500","1088.00","52.80","1035.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.000","1.500","18.500","1088.00","52.80","1035.20"
"1229.1","08/30/07","6300","ANYTIME FITNESS","GRINNELL, IA","1636A"," Fabrication and installation (1) set 18"" ANYTIME FITNESS channel letters & logo illuminated with white LEDS mounted on a raceway.","CLLIT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.45","0.00","42.45","","41.000","32.250","8.750","1740.45","1138.63","601.82","","8.000","6.750","1.250","339.60","287.50","52.10","","5.000","6.000","-1.000","212.25","193.57","18.68","","5.000","1.750","3.250","212.25","72.71","139.54","","4.500","5.500","-1.000","489.60","299.20","190.40","","0.000","0.500","-0.500","0.00","27.20","-27.20","","5.500","4.000","1.500","264.61","192.44","72.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.000","56.750","13.250","3301.21","2211.25","1089.96"
