"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/24 - 12/31/24","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC8138.1","09/10/24","4129","A-D DISTRIBUTING CO.","",""," Please help Tony install this flag pole. We will need the 65' Wilkie to transport this is 20ft tall(this is a residential pole). Call Tony to schedule this installation on this! "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","102.96","-102.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","102.96","-102.96"
"SC8139.1","09/10/24","4129","A-D DISTRIBUTING CO.","",""," Please help Tony install this flag pole. We will need the 65' Wilkie to transport this is 25ft tall(this is a commercial pole). Call Tony to schedule this installation on this!"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","17.16","-17.16","","0.000","1.750","-1.750","0.00","120.12","-120.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","137.28","-137.28"
"SC8187.1","10/25/24","4129","A-D DISTRIBUTING CO.","",""," Tony needs some help re-cabling a flag pole. The flag pole is 30-35 ft. Please schedule this with Tony!"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","102.96","-102.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","102.96","-102.96"
"SC8203.1","11/19/24","4129","A-D DISTRIBUTING CO.","",""," Please help Tony with removing the damaged flag pole, install the new 30 FT pole, and help put the pole in storage at Tony´s store. We will need to use the larger boom for this."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.000","-6.000","0.00","411.84","-411.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.000","-6.000","0.00","411.84","-411.84"
"SC8220.1","12/07/24","3664","A1 CABINETS","",""," The pole sign cabinet is not completely lighting- please check and see what would need to be repaired in the existing cabinet. Please call Jordan prior to fixing to see what he wants to do #(402)366-4147 because they may want to get an LED conversion instead. IF they do want the LED conversion- please get the information needed to get a quote and send it to Jeff~! "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","85.80","-85.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","85.80","-85.80"
"11748.1","03/15/24","1800","ACME ELECTRIC","DES MOINES, IA","37056"," Furnish labor, crane and bucket truck to remove and dispose of both cabinets (top cabinet 4´ x 10´ and bottom cabinet 5´ x 9´) and pole.  cut pole at grade.","POLLIT","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.000","11.250","3.750","834.60","731.99","102.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.000","11.250","3.750","834.60","731.99","102.61"
"12120.1","11/08/24","1800","ACME ELECTRIC","DES MOINES, IA","38350"," PROVIDE COST TO FABRICATE AND INSTALL (4) NEW FACES FOR EXISTING CHANNEL LETTERS. COLORS AND SIZES ARE CALLED OUT ON ATTACHED DRAWINGS. PER CHAD WE SHOULD HAVE ARTWORK TO ROUT THESE FACES","CLLIT","","Acct Closed","","","","","","","","","","","","","","","","6.250","3.250","3.000","271.41","146.34","125.07","","","","","","","","","","","","","","","","","","","","","","","7.500","1.750","5.750","432.08","93.87","338.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.750","5.000","8.750","703.49","240.21","463.28"
"SC7900.1","01/25/24","1800","ACME ELECTRIC","",""," Survey Cabinet sizes for LED conversion. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","34.32","-34.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","34.32","-34.32"
"SC8163.1","10/02/24","1800","ACME ELECTRIC","",""," The Sign on the west face was damaged during some painting and needs repaired. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","68.64","-68.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","68.64","-68.64"
"SC8156.1","09/20/24","4008","ADART","",""," The ""A"" ,the ""I"",and the ""E"" on the side elevation are out, please repair as needed. If this exceeds 450 please call Kari (at 209-751-5132)"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.500","-4.500","0.00","308.88","-308.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.500","-4.500","0.00","308.88","-308.88"
"11958.1","08/23/24","5962","ADEL TIRE & SERVICE","Adel, IA","37912"," FORMED PLASTIC NON-LIT NORTH ELEVATION: Furnish and install 1.5""D Standard Block font Blue colored letters ""ADEL TIRE"" on aluminum panel painted to match building color","GEMINI","","Acct Closed","","","","","","","","","0.500","0.000","0.500","23.16","0.00","23.16","","4.250","3.250","1.000","184.57","131.73","52.84","","","","","","","","","3.000","1.000","2.000","130.28","33.79","96.49","","","","","","","","","5.000","4.500","0.500","406.55","268.70","137.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.750","8.750","4.000","744.56","434.22","310.34"
"11958.2","08/23/24","5962","ADEL TIRE & SERVICE","Adel, IA","37913"," FORMED PLASTIC NON-LIT EAST ELEVATION: Furnish and install 1.5""D Standard Block font Blue colored letters ""ADEL TIRE"" on aluminum panel painted to match building color.  Sign to be installed above entrance door  ***NOTE: 5% Discount applied to quote #37913 if purchased at the same time with quote #37912***","GEMINI","","Acct Closed","","","","","","","","","0.500","0.000","0.500","23.16","0.00","23.16","","4.250","2.000","2.250","184.57","81.06","103.51","","","","","","","","","3.000","0.500","2.500","130.28","16.90","113.38","","","","","","","","","5.000","4.500","0.500","406.55","239.92","166.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.750","7.000","5.750","744.56","337.88","406.68"
"11958.3","08/23/24","5962","ADEL TIRE & SERVICE","Adel, IA","37942"," Staff time for the procurement of permitting - NOTE: permit cost will be on Final invoice","GEMINI","","Acct Closed","","0.000","1.000","-1.000","0.00","47.29","-47.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.29","-47.29"
"SC8204.1","11/19/24","5504","AGI- ACCOUNTS PAYABLE","",""," The ""E"" on the rear target sign in not properly lighting. Please diagnose and repair. See attached forms! "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","102.96","-102.96","","0.000","4.000","-4.000","0.00","274.56","-274.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.500","-5.500","0.00","377.52","-377.52"
"12069.1","11/15/24","3951","ALLEN INDUSTRIES , INC","Fort Dodge, IA","38276"," Survey and Clean - Pylon Sign and Building Sign.","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","257.40","-257.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","257.40","-257.40"
"12071.1","11/15/24","3951","ALLEN INDUSTRIES , INC","CARROLL, IA","38277"," Survey and Clean - Pylon Sign and Building Sign.","POLLIT","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","343.20","-343.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","343.20","-343.20"
"SC7963.1","03/07/24","5176","ALLEN INDUSTRIES - HARMON SIGN DIVISION","",""," The ""Grill&chill"" sign above the drive through is not lighting: per an electrician the ballast may be out. Call matt if the price exceeds 285. check attached paperwork "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","205.92","-205.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","205.92","-205.92"
"11651.1","02/15/24","6204","ALPHA LANDSCAPES","Johnston, IA","36952"," Fabricate and Install 3"" deep Logo with polycarbonate face (black returns and trimcap) with 3"" deep channel letters ALPHA (day","CLLIT","CL-REMOTE","Acct Closed","","","","","","","","","1.000","1.000","0.000","46.32","48.25","-1.93","","20.500","27.250","-6.750","890.22","1153.69","-263.47","","6.000","0.000","6.000","260.55","0.00","260.55","","0.000","2.000","-2.000","0.00","96.50","-96.50","","8.000","8.500","-0.500","347.41","390.43","-43.02","","7.000","30.000","-23.000","750.75","1694.77","-944.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.500","68.750","-26.250","2295.25","3383.64","-1088.39"
"11651.2","02/15/24","6204","ALPHA LANDSCAPES","Johnston, IA","36892"," Staff time for the procurement of permitting - NOTE: permit cost will be on Final Invoice","CLLIT","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC7911.1","01/31/24","6214","AMERICAN FAMILY INSURANCE","",""," Time clock not keeping sign on at night. diagnose and repair"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","85.80","-85.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","85.80","-85.80"
"SC8215.1","11/26/24","6214","AMERICAN FAMILY INSURANCE","",""," Update timer on sign so it runs later. Confirm with Mike Banks what time he wants it set for. Mike´s cell # is 515-991-9843."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","85.80","-85.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","85.80","-85.80"
"12045.1","09/22/24","5177","AMERICAN POSTAL WORKERS","Des Moines, IA","38122"," CONVERT POLE SIGN CABINET FROM FLUORESCENT TO LED. CABINET CURRENTLY HAS (6) F72 T12 CW LAMPS AND (1) SIX LAMP BALLAST. NOTE;","POLLIT","","Acct Closed","","","","","","","","","","","","","","","","0.500","0.000","0.500","21.71","0.00","21.71","","","","","","","","","","","","","","","","","","","","","","","6.000","2.250","3.750","349.85","154.44","195.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.500","2.250","4.250","371.56","154.44","217.12"
"SC8112.1","08/09/24","5177","AMERICAN POSTAL WORKERS","",""," Customer´s pole sign has some outages: repair the sign to light- They would like to know if it could be updated to LEDS& if so what the price would be. Dan´s telephone # is 515-554-6370 (this is his cell)"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","68.64","-68.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","68.64","-68.64"
"SC8074.1","06/29/24","5300","AMERICAN STATE BANK","",""," Watchfire said there is a bad radio for the building: It can be rebooted and work for 10 minutes then stops working again: please diagnose and repair. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","137.28","-137.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","137.28","-137.28"
"SC8127.1","08/31/24","5300","AMERICAN STATE BANK","",""," When Marie tries to update the sign she get´s an error  about the trimnet: Please investigate and repair. Watchfire hasn´t been helpful for Marie (the IT thinks it´s a port block) May be a warranty."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","205.92","-205.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","205.92","-205.92"
"SC7895.1","01/18/24","5924","AMERICAN/ INTERSTATE SIGN CRAFTERS","",""," C in ""Petco"" sign is blinking"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","171.60","-171.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","171.60","-171.60"
