inventory_type,Ven Nbr,Vendor Address                               ,Remit to                                     ,Contact Info                                 ,Terms,Last PO,Last Payment,source_tier,source_file,ingested_at
,,"GRAND CHUTE, WI 54911                        ",                                             ,                                             ,,,"1,400.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1022.0,IOWA PAINT                                   ,SAME                                         ,Ph : 515-266-8054                            ,NET 30 DAYS,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,4525 NE 14TH ST                              ,                                             ,Fax: 515-265-4480                            ,,6/20/07,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50313                         ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1023.0,CITY OF CEDAR RAPIDS - TREASURER             ,SAME                                         ,TAMMY SEBER                                  ,NET 30 DAYS,,Ck #17500,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,ATTN: TAMMY SEBER                            ,                                             ,Ph : 319-286-5164                            ,,,11/20/17,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,500 15TH AVE. SW                             ,                                             ,Fax: 319-286-5830                            ,,,32.10,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CEDAR RAPIDS, IA 52404                       ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1024.0,CITY OF TAYLOR                               ,SAME                                         ,JOHN CARTER                                  ,NET 30 DAYS,,Ck #2854,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,BUILDING DEPARTMENT                          ,                                             ,Ph : 734-374-1515                            ,,,6/26/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,23555 GODDARD RD                             ,                                             ,                                             ,,,330.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"TAYLOR, MI 48180                             ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1025.0,COMMUNITY MOTOR CO.                          ,SAME                                         ,LON PETERSON                                 ,NET 30 DAYS,,Ck #2898,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,ATTN: LON PETERSON                           ,                                             ,                                             ,,,6/29/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,4521 UNIVERSITY AVE                          ,                                             ,                                             ,,,"17,585.90",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CEDAR FALLS, IA 50613                        ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1026.0,OVERHEAD DOOR COMPANY OF DES MOINES          ,OVERHEAD DOOR COMPANY OF DES MOINES          ,                                             ,NET 30 DAYS,4502,Ck #1026,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,15205 HICKMAN                                ,PO BOX 3565                                  ,                                             ,,2/17/10,6/21/16,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CLIVE, IA 50325                              ","URBANDALE, IA 50322                          ",                                             ,,,757.90,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1027.0,KAREN'S PRINT-RITE                           ,SAME                                         ,NANCY                                        ,NET 30 DAYS,13668,Ck #1027,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2515 FALLS AVEENUE                           ,                                             ,Ph : 319-235-6085                            ,,6/17/16,7/14/16,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"WATERLOO, IA 50701                           ",                                             ,Fax: 319-232-8515                            ,,,408.31,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1028.0,CITY OF COUNCIL BLUFFS BUILDING DIVISION     ,SAME                                         ,DAN WOELLHOFF - INSPECTIONS DEPT.            ,NET 30 DAYS,,Ck #21528,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,ATTN: ALICIA MYERS                           ,                                             ,                                             ,,,2/18/21,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,209 PEARL                                    ,                                             ,                                             ,,,14.33,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"COUNCIL BLUFFS, IA 51503                     ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1029.0,CITY OF ELDRIDGE                             ,CITY OF ELDRIDGE                             ,MATT                                         ,NET 30 DAYS,,Ck #1029,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,305 N 3RD ST                                 ,PO BOX 375                                   ,Ph : 563-285-4841                            ,,,8/6/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"ELDRIGE, IA 52748                            ","ELDRIDGE, IA 52748                           ",Fax: 563-285-7376                            ,,,50.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1031.0,ZACHARY GALLMEYER                            ,SAME                                         ,Ph : 515-745-6357                            ,NET 30 DAYS,,Ck #5191,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2733 MAPLE ST                                ,                                             ,                                             ,,,1/8/09,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50317                         ",                                             ,                                             ,,,430.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1032.0,CONCRETE SUPPLY OF IOWA LLC                  ,SAME                                         ,EXILE A CO.                                  ,NET 30 DAYS,15586,Ck #1032,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 3229                                  ,                                             ,choyt@rasmussengroup.com                     ,,10/17/17,10/28/17,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50316                         ",                                             ,Ph : 515 266 5173                            ,,,317.46,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 515 225 1778                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1033.0,SUPERIOR SIGN & LIGHTING LTD                 ,SAME                                         ,RAY DORSETT                                  ,1% 10th of month net eom,1359,Ck #1033,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2001 E LOHMAN 110-286                        ,                                             ,Ph : 505 541 4595                            ,,7/17/07,1/16/08,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"LAS CRUCES, NM 88001                         ",                                             ,Fax: 915 629 9105                            ,,,"2,288.19",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1034.0,CITY OF WINDSOR HEIGHTS                      ,SAME                                         ,Ph : 515-279-3662                            ,1% 10th of month net eom,,Ck #23014,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1133 66TH ST                                 ,                                             ,Fax: 515-279-3664                            ,,,5/19/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"WINDSOR HEIGHTS, IA 50311                    ",                                             ,                                             ,,,95.20,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1035.0,PRAIRIE SIGNS INC                            ,SAME                                         ,ANDY CARBY                                   ,Balance Due Upon Completion,20498,Ck #1035,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,1215 WARRINER ST                             ,                                             ,acarby@prairiesigns.com                      ,,12/16/21,4/26/22,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"NORMAL, IL 61761-3334                        ",                                             ,Ph : 800 611 9090                            ,,,"1,998.00",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 309 454 8741                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1036.0,"WHITEY'S BODY SHOP, INC                      ",SAME                                         ,MIKE ALSTED                                  ,NET 30 DAYS,1394,Ck #1036,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2924 RACCOON                                 ,                                             ,Ph : 515-265-4372                            ,,7/24/07,8/10/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50317                         ",                                             ,Fax: 515-266-5518                            ,,,410.32,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1037.0,CITY OF WEST DES MOINES                      ,SAME                                         ,SIGN PERMITS                                 ,NET 30 DAYS,,Ck #26697,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,BUILDING INSPECTION DIVISION                 ,                                             ,                                             ,,,6/9/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 65320                                 ,                                             ,                                             ,,,157.13,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"WEST DES MOINES, IA 50265-0320               ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1038.0,SHERWIN-WILLIAMS PAINTS                      ,SAME                                         ,Ph : 515-987-4048                            ,NET 30 DAYS,24382,Ck #1038,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,ACCOUNTS RECEIVABLE DEPT                     ,                                             ,Fax: 515-987-4053                            ,,10/30/24,2/7/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2570 E 1ST ST                                ,                                             ,                                             ,,,77.94,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"GRIMES, IA 50111-7606                        ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1039.0,ROBERT REISER                                ,SAME                                         ,Ph : 515-988-6910                            ,NET 30 DAYS,,Ck #1039,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,7425 WISTFUL VISTA DR #1107                  ,                                             ,                                             ,,,9/10/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"WEST DES MOINES, IA 50266                    ",                                             ,                                             ,,,35.98,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1040.0,MILLIKEN WHOLESALE DISTRIBUTION              ,SAME                                         ,JOYCE OR MICHELLE                            ,NET 30 DAYS,8060,Ck #1040,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,101 SOUTH MCCALL RD                          ,                                             ,sales@millikendistribution.com               ,,11/15/13,11/12/12,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"ENGLEWOOD, FL 34223                          ",                                             ,Ph : 800-255-0094                            ,,,133.99,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,                                             ,                                             ,Fax: 941-475-9840                            ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1041.0,WORLD SIGN ASSOCIATES - LOCAL                ,WSA DIVISION 6                               ,                                             ,NET 30 DAYS,,Ck #1041,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PRIDE NEON INC                               ,PRIDE NEON INC                               ,                                             ,,,1/28/25,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,3010 W 10TH ST                               ,3010 W 10TH ST                               ,                                             ,,,500.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"SIOUX FALLS, SD 57104                        ","SIOUX FALLS, SD 57104                        ",                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1042.0,CITY OF PELLA                                ,SAME                                         ,"GEORGE WESSELHOFT, AICP                      ",NET 30 DAYS,,Ck #19689,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PLANNING & ZONING                            ,                                             ,Ph : 641-628-1601                            ,,,8/22/19,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,100 TRUMAN RD                                ,                                             ,Fax: 641-628-1620                            ,,,15.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"PELLA, IA 50219                              ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1043.0,CITY OF GRINNELL                             ,SAME                                         ,KATHY RILEY                                  ,NET 30 DAYS,,Ck #21202,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,520 4TH AVE                                  ,                                             ,                                             ,,,11/16/20,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"GRINNELL, IA 50112                           ",                                             ,                                             ,,,129.52,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1045.0,BRUMMEL MADSEN INSURANCE                     ,SAME                                         ,Ph : 319 266 2644                            ,NET 30 DAYS,24136,Ck #1045,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,PO BOX 1863                                  ,                                             ,Fax: 319 277 2429                            ,,8/28/24,8/29/24,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"CEDAR RAPPIDS, IA 52406                      ",                                             ,                                             ,,,934.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1046.0,MAID-RITE                                    ,MAID-RITE CORPORATION                        ,                                             ,NET 30 DAYS,,Ck #1046,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,304 N MAIN ST STE C                          ,2951 86TH ST                                 ,                                             ,,,8/10/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"NORMAL, IL 61761                             ","DES MOINES, IA 50322                         ",                                             ,,,886.34,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1047.0,SUBURBAN ELECTRIC                            ,SAME                                         ,SARA GENSKE                                  ,1% 10th of month net eom,1425,Ck #1047,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,709 HICKORY FARM LANE                        ,                                             ,Ph : 920 739 5156                            ,,7/31/07,9/25/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"APPLETON, WI 54914                           ",                                             ,Fax: 920 739 4767                            ,,,445.72,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1048.0,MAID-RITE                                    ,MAID-RITE CORPORATION                        ,Ph : 712-762-3909                            ,NET 30 DAYS,,Ck #1048,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,JEFFREY J. BUER                              ,JAMES VILMAN                                 ,                                             ,,,8/10/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,3404 N 156TH ST                              ,2951 86TH ST                                 ,                                             ,,,687.78,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"OMAHA, NE 68116                              ","DES MOINES, IA 50322                         ",                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1049.0,MAID-RITE - TRIAD INC.                       ,MAID-RITE CORPORATION                        ,BRAD LAGER                                   ,NET 30 DAYS,,Ck #1049,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,BRAD LAGER                                   ,JAMES VILMAN                                 ,                                             ,,,9/25/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,2300 BERNADETTE DR                           ,2951 86TH ST                                 ,                                             ,,,215.60,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"COLUMBIA, MO 75203                           ","DES MOINES, IA 50322                         ",                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1050.0,DENNIS KELLY                                 ,SAME                                         ,                                             ,NET 30 DAYS,,Ck #3060,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,709 HARRISON ST                              ,                                             ,                                             ,,,8/9/07,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DALLAS, IA 50062                             ",                                             ,                                             ,,,700.78,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1051.0,CASH                                         ,SAME                                         ,                                             ,NET 30 DAYS,,Ck #13516,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,EAGLE SIGN CO                                ,                                             ,                                             ,,7/9/13,3/3/15,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,605 SW 37TH ST.                              ,                                             ,                                             ,,,450.00,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"GRIMES, IA 50111                             ",                                             ,                                             ,,,,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1052.0,MHC KENWORTH - DES MOINES                    ,SAME                                         ,BRIAN                                        ,Net 30,13194,Ck #1052,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,4111 DELAWARE AVE                            ,                                             ,Ph : 800 247 7458                            ,,12/27/07,3/8/16,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,,"DES MOINES, IA 50313                         ",                                             ,Fax: 515 265 8836                            ,,,"3,352.05",4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
,1053.0,ADAM ERICSON                                 ,SAME                                         ,                                             ,NET 30 DAYS,,Ck #3061,4,H:\brady\BOT TRAINING\Eagle Data\Vendor Listing.csv,2026-01-30T11:07:09.430938
